0,3641,2315,3642 
1,3641,2315,3643 
2,3641,2315,3644 
2,3644,3641,0 
1,3643,3641,0 
2,3643,3641,3645 
0,3642,3641,0 
1,3642,3641,3646 
2,3645,3643,0 
1,3646,3642,0 
2,3642,3641,3647 
2,3647,3642,0 
2,3646,3642,3648 
2,3648,3646,0 
